sampleId,service,cpuUsage,memoryUsage,p95Latency,errorRate,requestRate,dbPoolUsage,deploymentChanged,sloThreshold,slo_violation
SAMPLE-01331,Authentication,57.3,52.3,0.89,0,301,16.4,0,2,0
SAMPLE-01332,Checkout,54.5,25.8,0.22,0,239,39.5,1,2,0
SAMPLE-01333,Authentication,54.6,43.8,0.28,0.03,338,25.8,0,2,0
SAMPLE-01334,Payments,89.8,82.5,3.26,1.31,1467,97.1,0,2,1
SAMPLE-01335,Inventory,24.2,40.7,0.49,0.03,309,49.6,0,2,0
SAMPLE-01336,Orders,34,45.3,0.67,0,179,44.9,0,2,0
SAMPLE-01337,Checkout,35.1,40.1,0.22,0,335,37.1,0,2,0
SAMPLE-01338,Checkout,43.4,34.3,0.32,0.04,320,41.4,0,2,0
SAMPLE-01339,Orders,32.4,51.6,0.58,0.05,62,28.7,0,2,0
SAMPLE-01340,Authentication,93.1,89.2,3.43,12.61,500,50,1,2,1
SAMPLE-01341,Payments,56.1,58.4,0.16,0.08,259,38.1,0,2,0
SAMPLE-01342,Payments,46.9,76,0.27,0.13,340,21.7,0,2,0
SAMPLE-01343,Authentication,72,48.1,0.25,0.06,340,28.5,0,2,0
SAMPLE-01344,Checkout,81.6,80.4,3.32,3.34,1077,97.7,1,2,1
SAMPLE-01345,Orders,31.7,56.2,0.08,0.09,112,30,0,2,0
SAMPLE-01346,Inventory,41.4,54.5,0.44,0.04,354,38.2,0,2,0
SAMPLE-01347,Authentication,80.4,95.8,2.8,11.45,513,73.1,1,2,1
SAMPLE-01348,Orders,79.4,86.1,2.71,4.9,463,73.2,1,2,1
SAMPLE-01349,Authentication,81.6,80.5,3.23,3.52,1064,93,0,2,1
SAMPLE-01350,Authentication,87.6,87.7,3.46,10.72,479,99,1,2,1
SAMPLE-01351,Inventory,91.9,91,4.57,14.69,389,79,1,2,1
SAMPLE-01352,Authentication,96.8,91.8,2.9,1.94,1249,90.9,1,2,1
SAMPLE-01353,Inventory,48.7,52.4,0.26,0.06,307,26.7,0,2,0
SAMPLE-01354,Payments,41.8,44.8,0.46,0.09,343,39.8,0,2,0
SAMPLE-01355,Orders,99,84,2.98,3.18,1624,91.5,0,2,1
SAMPLE-01356,Payments,56.7,80,3.05,7.92,604,80.2,1,2,1
SAMPLE-01357,Orders,35.7,40,0.66,0.04,324,49.1,0,2,0
SAMPLE-01358,Orders,69.7,61,0.6,0.02,354,33.9,1,2,0
SAMPLE-01359,Inventory,31.8,52.7,0.08,0.1,100,28.8,0,2,0
SAMPLE-01360,Checkout,89.6,79.9,3.67,13.73,487,65.5,1,2,1
SAMPLE-01361,Payments,39.8,49,0.42,0.08,353,40.9,0,2,0
SAMPLE-01362,Payments,95.2,81.5,2.18,0.95,1514,94.4,0,2,1
SAMPLE-01363,Orders,80.2,96.2,5.03,10.94,544,86.7,1,2,1
SAMPLE-01364,Payments,78,87.2,3.05,0.85,1505,94.9,1,2,1
SAMPLE-01365,Orders,37.6,51,0.13,0.02,294,40,0,2,0
SAMPLE-01366,Checkout,29.2,50.4,0.51,0,252,43.3,0,2,0
SAMPLE-01367,Payments,34.3,48.4,0.41,0.03,348,41.1,0,2,0
SAMPLE-01368,Authentication,87.6,85.9,3.07,3.3,1099,96.5,0,2,1
SAMPLE-01369,Inventory,91,73.9,2.78,1.74,1433,91.6,0,2,1
SAMPLE-01370,Payments,38.4,58.7,0.38,0.03,285,30.1,0,2,0
SAMPLE-01371,Inventory,90.2,79.3,3.15,3.8,987,93.9,0,2,1
SAMPLE-01372,Payments,65.7,94,3.24,7.53,514,97.6,1,2,1
SAMPLE-01373,Inventory,26.2,37.8,0.72,0.03,263,48.4,0,2,0
SAMPLE-01374,Payments,36.9,45.3,0.72,0.06,384,20.9,0,2,0
SAMPLE-01375,Authentication,91.3,88.4,2.45,3.17,1126,89.4,1,2,1
SAMPLE-01376,Authentication,51,56,0.61,0.07,195,19.5,0,2,0
SAMPLE-01377,Inventory,78,76.7,1.9,0.79,1077,93.1,0,2,0
SAMPLE-01378,Checkout,46.5,33.1,0.08,0,611,33.4,0,2,0
SAMPLE-01379,Orders,45.8,46.4,0.56,0.06,127,42.6,0,2,0
SAMPLE-01380,Authentication,31.8,48.7,0.33,0.03,269,47.8,0,2,0
SAMPLE-01381,Payments,51.5,54,0.22,0.02,344,17.2,0,2,0
SAMPLE-01382,Authentication,56.3,37.6,0.65,0.1,402,15.6,0,2,0
SAMPLE-01383,Payments,36,30.5,0.3,0.05,359,33.4,0,2,0
SAMPLE-01384,Payments,40.5,53.8,0.36,0.03,206,21.8,0,2,0
SAMPLE-01385,Orders,15,37.2,0.59,0.03,433,39.1,0,2,0
SAMPLE-01386,Inventory,42.8,46.7,0.08,0.11,241,46,1,2,0
SAMPLE-01387,Payments,35.1,39.3,0.75,0.08,406,30.4,0,2,0
SAMPLE-01388,Orders,63.1,32.3,0.26,0.1,324,35.5,0,2,0
SAMPLE-01389,Orders,21.8,32.9,0.35,0.15,429,31.5,0,2,0
SAMPLE-01390,Checkout,51.9,42.2,0.45,0.06,420,35.5,0,2,0
SAMPLE-01391,Orders,56.3,57.2,0.45,0,118,37.4,0,2,0
SAMPLE-01392,Orders,55.1,42.1,0.63,0.03,259,27.1,0,2,0
SAMPLE-01393,Authentication,63.4,94.5,3.82,12.58,501,86.3,1,2,1
SAMPLE-01394,Payments,30,64.9,0.33,0.03,247,42.7,0,2,0
SAMPLE-01395,Checkout,30.3,65.3,0.17,0,429,13.2,0,2,0
SAMPLE-01396,Orders,37.2,42,0.38,0.07,50,17.4,1,2,0
SAMPLE-01397,Checkout,38.4,50.6,0.53,0.03,488,53.3,0,2,0
SAMPLE-01398,Authentication,84.5,87.7,3.09,13.36,516,98.4,1,2,1
SAMPLE-01399,Checkout,68.2,83.7,4.74,12.51,493,88,1,2,1
SAMPLE-01400,Checkout,18.6,28.3,0.84,0.06,268,45.9,0,2,0
SAMPLE-01401,Inventory,30.5,41.3,0.72,0.01,151,22.2,0,2,0
SAMPLE-01402,Orders,43,33.3,0.72,0.02,151,32.3,0,2,0
SAMPLE-01403,Checkout,84.7,83.9,3.4,11.13,562,76.3,1,2,1
SAMPLE-01404,Orders,55.8,46.6,0.23,0.02,385,25.9,0,2,0
SAMPLE-01405,Inventory,22.3,47.6,0.15,0,390,24.5,0,2,0
SAMPLE-01406,Inventory,45.6,48.5,0.11,0.16,342,38.2,0,2,0
SAMPLE-01407,Checkout,32.1,42.9,0.46,0,496,53.9,0,2,0
SAMPLE-01408,Inventory,52.4,61.6,0.62,0.04,355,45.3,0,2,0
SAMPLE-01409,Inventory,37.6,39.8,0.51,0.03,344,23,0,2,0
SAMPLE-01410,Inventory,63.1,54.6,0.25,0.04,480,48.4,0,2,0
SAMPLE-01411,Authentication,61.9,63.9,0.52,0.12,253,39.9,0,2,0
SAMPLE-01412,Authentication,37.6,62.5,0.45,0,335,23.7,0,2,0
SAMPLE-01413,Orders,46.9,49.1,0.77,0,288,28.8,0,2,0
SAMPLE-01414,Orders,36.3,28.2,0.65,0,367,40.8,0,2,0
SAMPLE-01415,Checkout,39.8,45.9,0.43,0.05,259,20.3,0,2,0
SAMPLE-01416,Checkout,98.3,75.3,4.15,2.68,1431,98,0,2,1
SAMPLE-01417,Checkout,46.9,50,0.63,0.02,359,49.2,1,2,0
SAMPLE-01418,Payments,25.9,58.5,0.08,0.02,333,10,1,2,0
SAMPLE-01419,Inventory,39.3,43.1,0.08,0.12,300,57.8,1,2,0
SAMPLE-01420,Payments,34.7,57.5,0.42,0.02,323,53.7,0,2,0
SAMPLE-01421,Inventory,81.8,97.7,2.64,6.1,195,94.9,1,2,1
SAMPLE-01422,Inventory,15,44.2,0.75,0.05,334,28.5,0,2,0
SAMPLE-01423,Inventory,48.6,41.6,0.67,0.07,341,49.1,0,2,0
SAMPLE-01424,Orders,31.3,43.7,0.65,0.02,330,39.1,0,2,0
SAMPLE-01425,Checkout,37.4,56.3,0.34,0.06,270,23,0,2,0
SAMPLE-01426,Authentication,92,71.9,3.04,0.5,900,98.6,0,2,1
SAMPLE-01427,Payments,28.1,47.2,0.23,0.05,382,52.2,0,2,0
SAMPLE-01428,Payments,46.7,32.9,0.47,0.04,516,16.5,0,2,0
SAMPLE-01429,Payments,44.4,47.5,0.31,0.06,394,30.9,0,2,0
SAMPLE-01430,Inventory,80.5,74.8,1.98,2.52,1031,98,0,2,1
SAMPLE-01431,Authentication,21.1,52.5,0.62,0.03,361,35.8,0,2,0
SAMPLE-01432,Inventory,83.6,94.1,2.28,2.83,1417,100,0,2,1
SAMPLE-01433,Authentication,61.3,42.7,0.3,0.03,175,27.9,0,2,0
SAMPLE-01434,Orders,24.9,41.5,0.42,0.07,450,36.9,0,2,0
SAMPLE-01435,Authentication,93.1,75.7,3.42,1.76,1573,93.1,0,2,1
SAMPLE-01436,Payments,99,78.8,3.36,0.97,1384,100,0,2,1
SAMPLE-01437,Payments,39.1,34.9,0.32,0.06,197,24.9,0,2,0
SAMPLE-01438,Inventory,54.3,47.1,0.77,0.16,315,36.3,0,2,0
SAMPLE-01439,Checkout,78,70.8,2.65,2.92,985,97.2,0,2,1
SAMPLE-01440,Inventory,54.1,46.3,1.02,0.05,301,35.5,0,2,0
SAMPLE-01441,Checkout,40.1,57.8,0.16,0.05,339,44.5,0,2,0
SAMPLE-01442,Orders,38.2,58.1,0.25,0.07,312,11.1,0,2,0
SAMPLE-01443,Checkout,49.9,57.3,0.68,0,328,26.5,0,2,0
SAMPLE-01444,Orders,39.3,42.1,0.83,0.01,287,37.2,0,2,0
SAMPLE-01445,Inventory,53.2,39,0.58,0.1,368,36.4,0,2,0
SAMPLE-01446,Authentication,59,68,0.47,0.05,405,32.9,0,2,0
SAMPLE-01447,Authentication,36.6,47,0.59,0.01,326,30.7,0,2,0
SAMPLE-01448,Payments,44.2,54,0.27,0.08,259,19.2,0,2,0
SAMPLE-01449,Orders,99,77.6,3.2,1.83,1633,88.1,1,2,1
SAMPLE-01450,Payments,60.1,44.6,0.97,0.06,237,10,0,2,0
SAMPLE-01451,Authentication,40.6,53.4,0.79,0,320,10,0,2,0
SAMPLE-01452,Checkout,94.5,86.2,2.91,3,533,99,1,2,1
SAMPLE-01453,Inventory,52,42.7,0.81,0.04,371,61.6,0,2,0
SAMPLE-01454,Checkout,42.8,59.3,0.48,0.1,445,15.3,0,2,0
SAMPLE-01455,Authentication,79.3,91.7,2.21,15.24,434,95.6,1,2,1
SAMPLE-01456,Inventory,45.9,45.9,0.58,0,382,19.3,0,2,0
SAMPLE-01457,Inventory,88,78.9,2.26,1.08,1788,87.5,0,2,1
SAMPLE-01458,Authentication,82.8,72,2.36,3.26,1633,100,0,2,1
SAMPLE-01459,Payments,15,47.3,0.2,0.03,394,28,0,2,0
SAMPLE-01460,Orders,78.2,89.8,3.24,8.26,693,73.6,1,2,1
SAMPLE-01461,Payments,87.1,81.9,2.24,2.36,900,89.5,0,2,1
SAMPLE-01462,Payments,75,87.7,1.6,7.58,455,82.5,1,2,1
SAMPLE-01463,Inventory,26.8,43.5,0.65,0.06,404,17.6,0,2,0
SAMPLE-01464,Orders,73.5,94.1,3.81,18.8,519,73.9,1,2,1
SAMPLE-01465,Authentication,40.5,61.9,0.08,0.05,465,44.4,1,2,0
SAMPLE-01466,Checkout,31.5,60.7,0.74,0.11,568,35.2,0,2,0
SAMPLE-01467,Orders,88.4,75.4,2.87,3.65,1271,91.4,0,2,1
SAMPLE-01468,Payments,91.2,71.4,2.73,1.71,1079,92.2,1,2,1
SAMPLE-01469,Checkout,29.2,38.7,0.39,0.03,365,37.5,0,2,0
SAMPLE-01470,Inventory,95.3,72.4,2.97,1.3,1541,93.9,0,2,1
SAMPLE-01471,Checkout,37.4,49.6,0.43,0.11,361,64.5,0,2,0
SAMPLE-01472,Inventory,90.3,67.3,4.45,3.25,1547,90,0,2,1
SAMPLE-01473,Checkout,93.9,70.9,2.51,3.03,900,90.8,0,2,1
SAMPLE-01474,Orders,24.1,56.9,0.4,0.06,394,59.3,0,2,0
SAMPLE-01475,Orders,83.1,84,2.52,4.41,1489,95.6,1,2,1
SAMPLE-01476,Payments,81.6,93.2,3.77,4.91,390,70.9,1,2,1
SAMPLE-01477,Checkout,50.2,48.5,0.64,0.06,283,40,0,2,0
SAMPLE-01478,Authentication,44.8,50.1,0.08,0,392,53,0,2,0
SAMPLE-01479,Checkout,36.3,58.7,0.64,0.02,290,35.6,1,2,0
SAMPLE-01480,Authentication,34.8,64.8,0.7,0.01,285,24,0,2,0
SAMPLE-01481,Checkout,64.7,46.8,0.44,0,276,36.4,0,2,0
SAMPLE-01482,Checkout,42,47.4,0.49,0.03,269,45.5,0,2,0
SAMPLE-01483,Inventory,56,38,0.11,0.14,325,27.4,0,2,0
SAMPLE-01484,Checkout,41.4,42.9,0.68,0.09,209,28.9,0,2,0
SAMPLE-01485,Authentication,46.7,47.6,0.53,0.02,126,33.3,0,2,0
SAMPLE-01486,Inventory,77.3,84.6,4.32,4.75,564,84,1,2,1
SAMPLE-01487,Payments,40.6,37.5,0.08,0.06,481,39.4,0,2,0
SAMPLE-01488,Orders,98.4,65.4,3.63,1.98,1472,89.7,1,2,1
SAMPLE-01489,Payments,66,46.4,0.26,0.11,432,44.3,0,2,0
SAMPLE-01490,Inventory,86.2,98.1,4.03,8.38,247,64.5,1,2,1
SAMPLE-01491,Authentication,33.7,25,0.54,0.02,393,40.2,0,2,0
SAMPLE-01492,Payments,75.6,94.4,3.06,7.44,645,93.5,1,2,1
SAMPLE-01493,Authentication,69.5,79.6,4.61,10.77,664,50,1,2,1
SAMPLE-01494,Orders,31.4,47.4,0.47,0.06,415,21.1,0,2,0
SAMPLE-01495,Inventory,61.7,42.6,0.49,0,434,35.1,0,2,0
SAMPLE-01496,Authentication,38.8,42.4,0.72,0.04,211,14.9,0,2,0
SAMPLE-01497,Payments,52,46.7,0.49,0.02,419,33.7,0,2,0
SAMPLE-01498,Checkout,95.6,98.2,3.28,3.17,319,55.1,1,2,1
SAMPLE-01499,Authentication,86.6,89,4.03,13.75,243,67.1,1,2,1
SAMPLE-01500,Authentication,56.4,38,0.44,0.04,269,35.7,0,2,0
